season,pid,name,wk,y,x_month,level
1985,120790,Kirby Puckett,198516,0.9411764705882353,0.4230769230769231,0.46296296296296297
1985,120790,Kirby Puckett,198517,0.8,0.9411764705882353,0.6477272727272727
1985,120790,Kirby Puckett,198518,0.3076923076923077,0.8,0.6814159292035398
1985,120790,Kirby Puckett,198519,0.6486486486486487,0.3076923076923077,0.6115107913669064
1985,120790,Kirby Puckett,198520,0.2962962962962963,0.6486486486486487,0.6193181818181818
1985,120790,Kirby Puckett,198521,0.5925925925925926,0.2962962962962963,0.5763546798029556
1985,120790,Kirby Puckett,198522,0.3181818181818182,0.5925925925925926,0.5782608695652174
1985,120790,Kirby Puckett,198523,0.8333333333333334,0.3181818181818182,0.5555555555555556
1985,120790,Kirby Puckett,198524,0.375,0.8333333333333334,0.5797101449275363
1985,120790,Kirby Puckett,198525,0.5714285714285714,0.375,0.5584415584415584
1985,120790,Kirby Puckett,198526,0.45161290322580644,0.5714285714285714,0.5595238095238095
1985,120790,Kirby Puckett,198527,0.20689655172413793,0.45161290322580644,0.5504087193460491
1985,120790,Kirby Puckett,198528,0.5,0.20689655172413793,0.5252525252525253
1985,120790,Kirby Puckett,198529,0.96875,0.5,0.5241545893719807
1985,120790,Kirby Puckett,198530,0.42857142857142855,0.96875,0.5560538116591929
1985,120790,Kirby Puckett,198531,0.38095238095238093,0.42857142857142855,0.5485232067510548
1985,120790,Kirby Puckett,198532,0.20512820512820512,0.38095238095238093,0.5414141414141415
1985,120790,Kirby Puckett,198533,0.7142857142857143,0.20512820512820512,0.5168539325842697
1985,120790,Kirby Puckett,198534,0.5757575757575758,0.7142857142857143,0.5243243243243243
1985,120790,Kirby Puckett,198535,0.48484848484848486,0.5757575757575758,0.5272108843537415
1985,120790,Kirby Puckett,198536,0.4146341463414634,0.48484848484848486,0.5249597423510467
1985,120790,Kirby Puckett,198537,0.5172413793103449,0.4146341463414634,0.5181268882175226
1985,120790,Kirby Puckett,198538,0.68,0.5172413793103449,0.5180897250361794
1985,120790,Kirby Puckett,198539,0.8571428571428571,0.68,0.5237430167597765
1985,118443,Don Mattingly,198517,1.2916666666666667,0.4074074074074074,0.5285714285714286
1985,118443,Don Mattingly,198518,0.32,1.2916666666666667,0.723404255319149
1985,118443,Don Mattingly,198519,1.0588235294117647,0.32,0.6386554621848739
1985,118443,Don Mattingly,198520,1.1923076923076923,1.0588235294117647,0.7320261437908496
1985,118443,Don Mattingly,198521,0.9090909090909091,1.1923076923076923,0.7988826815642458
1985,118443,Don Mattingly,198522,0.25,0.9090909090909091,0.8109452736318408
1985,118443,Don Mattingly,198523,0.34615384615384615,0.25,0.74235807860262
1985,118443,Don Mattingly,198524,0.7058823529411765,0.34615384615384615,0.7019607843137254
1985,118443,Don Mattingly,198525,0.4782608695652174,0.7058823529411765,0.7024221453287197
1985,118443,Don Mattingly,198526,1.0625,0.4782608695652174,0.6858974358974359
1985,118443,Don Mattingly,198527,1.032258064516129,1.0625,0.7209302325581395
1985,118443,Don Mattingly,198528,1.0526315789473684,1.032258064516129,0.7466666666666667
1985,118443,Don Mattingly,198529,0.8518518518518519,1.0526315789473684,0.7614213197969543
1985,118443,Don Mattingly,198530,1.1891891891891893,0.8518518518518519,0.7672209026128266
1985,118443,Don Mattingly,198531,1.5172413793103448,1.1891891891891893,0.8013100436681223
1985,118443,Don Mattingly,198532,1.1724137931034482,1.5172413793103448,0.8439425051334702
1985,118443,Don Mattingly,198533,0.9393939393939394,1.1724137931034482,0.8624031007751938
1985,118443,Don Mattingly,198534,0.7857142857142857,0.9393939393939394,0.8670309653916212
1985,118443,Don Mattingly,198535,1.125,0.7857142857142857,0.8630849220103987
1985,118443,Don Mattingly,198536,0.53125,1.125,0.8768472906403941
1985,118443,Don Mattingly,198537,0.84375,0.53125,0.859594383775351
1985,118443,Don Mattingly,198538,1.826086956521739,0.84375,0.8588410104011887
1985,118443,Don Mattingly,198539,0.6774193548387096,1.826086956521739,0.8908045977011494
1985,111663,Bill Buckner,198516,0.44,0.5161290322580645,0.7692307692307693
1985,111663,Bill Buckner,198517,0.90625,0.44,0.6623376623376623
1985,111663,Bill Buckner,198518,0.5714285714285714,0.90625,0.7339449541284404
1985,111663,Bill Buckner,198519,0.45,0.5714285714285714,0.7076923076923077
1985,111663,Bill Buckner,198520,0.5333333333333333,0.45,0.6733333333333333
1985,111663,Bill Buckner,198521,0.8148148148148148,0.5333333333333333,0.65
1985,111663,Bill Buckner,198522,0.9090909090909091,0.8148148148148148,0.6714975845410628
1985,111663,Bill Buckner,198523,0.5517241379310345,0.9090909090909091,0.6943231441048034
1985,111663,Bill Buckner,198524,0.8620689655172413,0.5517241379310345,0.6782945736434108
1985,111663,Bill Buckner,198525,0.07692307692307693,0.8620689655172413,0.6968641114982579
1985,111663,Bill Buckner,198526,0.8064516129032258,0.07692307692307693,0.645367412140575
1985,111663,Bill Buckner,198527,0.5483870967741935,0.8064516129032258,0.6598837209302325
1985,111663,Bill Buckner,198528,1.3529411764705883,0.5483870967741935,0.6506666666666666
1985,111663,Bill Buckner,198529,0.8333333333333334,1.3529411764705883,0.6811224489795918
1985,111663,Bill Buckner,198530,0.7575757575757576,0.8333333333333334,0.6899038461538461
1985,111663,Bill Buckner,198531,0.6086956521739131,0.7575757575757576,0.6948775055679287
1985,111663,Bill Buckner,198532,0.8518518518518519,0.6086956521739131,0.690677966101695
1985,111663,Bill Buckner,198533,0.52,0.8518518518518519,0.6993987975951904
1985,111663,Bill Buckner,198534,0.7027027027027027,0.52,0.6908396946564885
1985,111663,Bill Buckner,198535,1.1176470588235294,0.7027027027027027,0.6916221033868093
1985,111663,Bill Buckner,198536,0.125,1.1176470588235294,0.7159663865546219
1985,111663,Bill Buckner,198537,0.8571428571428571,0.125,0.6858054226475279
1985,111663,Bill Buckner,198538,0.28125,0.8571428571428571,0.6931297709923664
1985,111663,Bill Buckner,198539,1.59375,0.28125,0.6739446870451238
1985,121222,Cal Ripken Jr.,198517,1.625,0.8275862068965517,0.7792207792207793
1985,121222,Cal Ripken Jr.,198518,0.22727272727272727,1.625,0.9801980198019802
1985,121222,Cal Ripken Jr.,198519,1.103448275862069,0.22727272727272727,0.8455284552845529
1985,121222,Cal Ripken Jr.,198520,0.3793103448275862,1.103448275862069,0.8947368421052632
1985,121222,Cal Ripken Jr.,198521,0.8214285714285714,0.3793103448275862,0.8121546961325967
1985,121222,Cal Ripken Jr.,198522,0.6071428571428571,0.8214285714285714,0.8133971291866029
1985,121222,Cal Ripken Jr.,198523,0.6923076923076923,0.6071428571428571,0.7890295358649789
1985,121222,Cal Ripken Jr.,198524,0.5925925925925926,0.6923076923076923,0.779467680608365
1985,121222,Cal Ripken Jr.,198525,0.46153846153846156,0.5925925925925926,0.7620689655172413
1985,121222,Cal Ripken Jr.,198526,0.625,0.46153846153846156,0.7373417721518988
1985,121222,Cal Ripken Jr.,198527,1.0,0.625,0.7270114942528736
1985,121222,Cal Ripken Jr.,198528,0.6111111111111112,1.0,0.75
1985,121222,Cal Ripken Jr.,198529,0.5806451612903226,0.6111111111111112,0.7437185929648241
1985,121222,Cal Ripken Jr.,198530,0.5757575757575758,0.5806451612903226,0.7319347319347319
1985,121222,Cal Ripken Jr.,198531,0.5454545454545454,0.5757575757575758,0.7207792207792207
1985,121222,Cal Ripken Jr.,198532,0.8076923076923077,0.5454545454545454,0.7128099173553719
1985,121222,Cal Ripken Jr.,198533,0.7096774193548387,0.8076923076923077,0.7176470588235294
1985,121222,Cal Ripken Jr.,198534,0.6428571428571429,0.7096774193548387,0.7171903881700554
1985,121222,Cal Ripken Jr.,198535,1.5555555555555556,0.6428571428571429,0.7135325131810193
1985,121222,Cal Ripken Jr.,198536,0.3142857142857143,1.5555555555555556,0.7516778523489933
1985,121222,Cal Ripken Jr.,198537,1.064516129032258,0.3142857142857143,0.7274167987321711
1985,121222,Cal Ripken Jr.,198538,0.44,1.064516129032258,0.743202416918429
1985,121222,Cal Ripken Jr.,198539,0.8387096774193549,0.44,0.7321688500727802
1985,111349,Phil Bradley,198516,0.6451612903225806,0.5555555555555556,1.0
1985,111349,Phil Bradley,198517,0.5666666666666667,0.6451612903225806,0.8690476190476191
1985,111349,Phil Bradley,198518,0.391304347826087,0.5666666666666667,0.7894736842105263
1985,111349,Phil Bradley,198519,0.7272727272727273,0.391304347826087,0.7226277372262774
1985,111349,Phil Bradley,198520,0.76,0.7272727272727273,0.7232704402515723
1985,111349,Phil Bradley,198521,1.1538461538461537,0.76,0.7282608695652174
1985,111349,Phil Bradley,198522,0.7941176470588235,1.1538461538461537,0.780952380952381
1985,111349,Phil Bradley,198523,0.2903225806451613,0.7941176470588235,0.7827868852459017
1985,111349,Phil Bradley,198524,0.4583333333333333,0.2903225806451613,0.7272727272727273
1985,111349,Phil Bradley,198525,0.6153846153846154,0.4583333333333333,0.705685618729097
1985,111349,Phil Bradley,198526,0.46153846153846156,0.6153846153846154,0.6984615384615385
1985,111349,Phil Bradley,198527,0.3870967741935484,0.46153846153846156,0.6809116809116809
1985,111349,Phil Bradley,198528,0.5263157894736842,0.3870967741935484,0.6570680628272252
1985,111349,Phil Bradley,198529,0.04,0.5263157894736842,0.6508728179551122
1985,111349,Phil Bradley,198530,0.9130434782608695,0.04,0.6150234741784038
1985,111349,Phil Bradley,198531,0.5909090909090909,0.9130434782608695,0.6302895322939867
1985,111349,Phil Bradley,198532,0.8095238095238095,0.5909090909090909,0.6284501061571125
1985,111349,Phil Bradley,198533,0.4827586206896552,0.8095238095238095,0.6432748538011696
1985,111349,Phil Bradley,198534,0.32142857142857145,0.4827586206896552,0.6346863468634686
1985,111349,Phil Bradley,198535,0.8064516129032258,0.32142857142857145,0.6192982456140351
1985,111349,Phil Bradley,198536,0.75,0.8064516129032258,0.6289517470881864
1985,111349,Phil Bradley,198537,0.7575757575757576,0.75,0.6343402225755167
1985,111349,Phil Bradley,198538,1.0666666666666667,0.7575757575757576,0.6404833836858006
1985,111349,Phil Bradley,198539,0.5,1.0666666666666667,0.6589595375722543
1985,119545,Dale Murphy,198517,0.6956521739130435,1.0,1.3506493506493507
1985,119545,Dale Murphy,198518,0.09523809523809523,0.6956521739130435,1.2
1985,119545,Dale Murphy,198519,0.6333333333333333,0.09523809523809523,1.0082644628099173
1985,119545,Dale Murphy,198520,0.14285714285714285,0.6333333333333333,0.9337748344370861
1985,119545,Dale Murphy,198521,0.88,0.14285714285714285,0.8372093023255814
1985,119545,Dale Murphy,198522,0.6956521739130435,0.88,0.8426395939086294
1985,119545,Dale Murphy,198523,0.2857142857142857,0.6956521739130435,0.8272727272727273
1985,119545,Dale Murphy,198524,0.5277777777777778,0.2857142857142857,0.7529411764705882
1985,119545,Dale Murphy,198525,0.7777777777777778,0.5277777777777778,0.7250859106529209
1985,119545,Dale Murphy,198526,0.8387096774193549,0.7777777777777778,0.7295597484276729
1985,119545,Dale Murphy,198527,1.1875,0.8387096774193549,0.7392550143266475
1985,119545,Dale Murphy,198528,0.7058823529411765,1.1875,0.7769028871391076
1985,119545,Dale Murphy,198529,0.8333333333333334,0.7058823529411765,0.7738693467336684
1985,119545,Dale Murphy,198530,0.8666666666666667,0.8333333333333334,0.7780373831775701
1985,119545,Dale Murphy,198531,0.8695652173913043,0.8666666666666667,0.7838427947598253
1985,119545,Dale Murphy,198532,0.6896551724137931,0.8695652173913043,0.7879417879417879
1985,119545,Dale Murphy,198533,0.4583333333333333,0.6896551724137931,0.7823529411764706
1985,119545,Dale Murphy,198534,0.6363636363636364,0.4583333333333333,0.7677902621722846
1985,119545,Dale Murphy,198535,0.125,0.6363636363636364,0.7601410934744268
1985,119545,Dale Murphy,198536,0.9142857142857143,0.125,0.7343485617597293
1985,119545,Dale Murphy,198537,0.5862068965517241,0.9142857142857143,0.744408945686901
1985,119545,Dale Murphy,198538,0.7931034482758621,0.5862068965517241,0.7374045801526717
1985,119545,Dale Murphy,198539,0.5357142857142857,0.7931034482758621,0.7397660818713451
1985,121651,Juan Samuel,198517,0.4642857142857143,0.5517241379310345,0.37333333333333335
1985,121651,Juan Samuel,198518,0.0,0.4642857142857143,0.39805825242718446
1985,121651,Juan Samuel,198519,0.696969696969697,0.0,0.33064516129032256
1985,121651,Juan Samuel,198520,0.46153846153846156,0.696969696969697,0.40764331210191085
1985,121651,Juan Samuel,198521,0.72,0.46153846153846156,0.41530054644808745
1985,121651,Juan Samuel,198522,0.2692307692307692,0.72,0.4519230769230769
1985,121651,Juan Samuel,198523,1.0303030303030303,0.2692307692307692,0.43162393162393164
1985,121651,Juan Samuel,198524,0.6333333333333333,1.0303030303030303,0.5056179775280899
1985,121651,Juan Samuel,198525,0.42857142857142855,0.6333333333333333,0.5185185185185185
1985,121651,Juan Samuel,198526,0.5483870967741935,0.42857142857142855,0.5107692307692308
1985,121651,Juan Samuel,198527,0.5555555555555556,0.5483870967741935,0.5140449438202247
1985,121651,Juan Samuel,198528,1.4,0.5555555555555556,0.5169712793733682
1985,121651,Juan Samuel,198529,0.6666666666666666,1.4,0.5607940446650124
1985,121651,Juan Samuel,198530,0.27586206896551724,0.6666666666666666,0.5660377358490566
1985,121651,Juan Samuel,198531,0.5,0.27586206896551724,0.5474613686534217
1985,121651,Juan Samuel,198532,0.84375,0.5,0.5448851774530271
1985,121651,Juan Samuel,198533,0.8571428571428571,0.84375,0.5636007827788649
1985,121651,Juan Samuel,198534,1.2142857142857142,0.8571428571428571,0.5788497217068646
1985,121651,Juan Samuel,198535,0.2413793103448276,1.2142857142857142,0.6102292768959435
1985,121651,Juan Samuel,198536,0.3076923076923077,0.2413793103448276,0.5922818791946308
1985,121651,Juan Samuel,198537,0.12,0.3076923076923077,0.5803858520900321
1985,121651,Juan Samuel,198538,0.6296296296296297,0.12,0.5625965996908809
1985,121651,Juan Samuel,198539,0.9714285714285714,0.6296296296296297,0.5652818991097923
1985,212297,Julio Franco,198517,0.3076923076923077,0.71875,0.92
1985,212297,Julio Franco,198518,0.4782608695652174,0.3076923076923077,0.7623762376237624
1985,212297,Julio Franco,198519,0.14285714285714285,0.4782608695652174,0.7096774193548387
1985,212297,Julio Franco,198520,0.7307692307692307,0.14285714285714285,0.6052631578947368
1985,212297,Julio Franco,198521,0.3870967741935484,0.7307692307692307,0.6235955056179775
1985,212297,Julio Franco,198522,0.5238095238095238,0.3870967741935484,0.5885167464114832
1985,212297,Julio Franco,198523,0.6470588235294118,0.5238095238095238,0.5826086956521739
1985,212297,Julio Franco,198524,0.2,0.6470588235294118,0.5870445344129555
1985,212297,Julio Franco,198525,0.4482758620689655,0.2,0.5514705882352942
1985,212297,Julio Franco,198526,0.7741935483870968,0.4482758620689655,0.5415282392026578
1985,212297,Julio Franco,198527,0.6875,0.7741935483870968,0.5632530120481928
1985,212297,Julio Franco,198528,0.2777777777777778,0.6875,0.5741758241758241
1985,212297,Julio Franco,198529,0.4482758620689655,0.2777777777777778,0.5602094240837696
1985,212297,Julio Franco,198530,0.7941176470588235,0.4482758620689655,0.5523114355231143
1985,212297,Julio Franco,198531,1.0476190476190477,0.7941176470588235,0.5707865168539326
1985,212297,Julio Franco,198532,0.6774193548387096,1.0476190476190477,0.592274678111588
1985,212297,Julio Franco,198533,0.6,0.6774193548387096,0.5975855130784709
1985,212297,Julio Franco,198534,0.7222222222222222,0.6,0.5977011494252874
1985,212297,Julio Franco,198535,0.5161290322580645,0.7222222222222222,0.6057347670250897
1985,212297,Julio Franco,198536,0.3783783783783784,0.5161290322580645,0.601018675721562
1985,212297,Julio Franco,198537,0.75,0.3783783783783784,0.5878594249201278
1985,212297,Julio Franco,198538,1.0,0.75,0.5948012232415902
1985,212297,Julio Franco,198539,0.45454545454545453,1.0,0.6108663729809104
1995,110987,Craig Biggio,199518,0.8,1.1290322580645162,0.6909090909090909
1995,110987,Craig Biggio,199519,1.2307692307692308,0.8,0.7294117647058823
1995,110987,Craig Biggio,199520,0.39285714285714285,1.2307692307692308,0.8468468468468469
1995,110987,Craig Biggio,199521,0.38095238095238093,0.39285714285714285,0.7553956834532374
1995,110987,Craig Biggio,199522,0.65625,0.38095238095238093,0.70625
1995,110987,Craig Biggio,199523,0.8888888888888888,0.65625,0.6979166666666666
1995,110987,Craig Biggio,199524,0.6470588235294118,0.8888888888888888,0.7214611872146118
1995,110987,Craig Biggio,199525,0.9259259259259259,0.6470588235294118,0.7114624505928854
1995,110987,Craig Biggio,199526,0.8333333333333334,0.9259259259259259,0.7321428571428571
1995,110987,Craig Biggio,199527,0.76,0.8333333333333334,0.7453416149068323
1995,110987,Craig Biggio,199528,1.0333333333333334,0.76,0.7463976945244957
1995,110987,Craig Biggio,199529,0.84375,1.0333333333333334,0.7692307692307693
1995,110987,Craig Biggio,199530,1.1666666666666667,0.84375,0.7750611246943765
1995,110987,Craig Biggio,199531,0.7692307692307693,1.1666666666666667,0.8018223234624146
1995,110987,Craig Biggio,199532,0.5769230769230769,0.7692307692307693,0.8
1995,110987,Craig Biggio,199533,0.6153846153846154,0.5769230769230769,0.7881873727087576
1995,110987,Craig Biggio,199534,0.5277777777777778,0.6153846153846154,0.7794970986460348
1995,110987,Craig Biggio,199535,0.6785714285714286,0.5277777777777778,0.7631103074141049
1995,110987,Craig Biggio,199536,0.9285714285714286,0.6785714285714286,0.7590361445783133
1995,110987,Craig Biggio,199537,0.37037037037037035,0.9285714285714286,0.7668308702791461
1995,110987,Craig Biggio,199538,1.0810810810810811,0.37037037037037035,0.75
1995,112963,Chad Curtis,199519,0.46153846153846156,0.8709677419354839,0.625
1995,112963,Chad Curtis,199520,0.9411764705882353,0.46153846153846156,0.5849056603773585
1995,112963,Chad Curtis,199521,0.65625,0.9411764705882353,0.6714285714285714
1995,112963,Chad Curtis,199522,0.7419354838709677,0.65625,0.6686046511627907
1995,112963,Chad Curtis,199523,0.8,0.7419354838709677,0.6798029556650246
1995,112963,Chad Curtis,199524,0.8461538461538461,0.8,0.6974789915966386
1995,112963,Chad Curtis,199525,0.5588235294117647,0.8461538461538461,0.7121212121212122
1995,112963,Chad Curtis,199526,0.8709677419354839,0.5588235294117647,0.6946308724832215
1995,112963,Chad Curtis,199527,0.9444444444444444,0.8709677419354839,0.7112462006079028
1995,112963,Chad Curtis,199528,0.84375,0.9444444444444444,0.723342939481268
1995,112963,Chad Curtis,199529,0.59375,0.84375,0.7335092348284961
1995,112963,Chad Curtis,199530,0.6666666666666666,0.59375,0.7226277372262774
1995,112963,Chad Curtis,199531,0.35714285714285715,0.6666666666666666,0.7191780821917808
1995,112963,Chad Curtis,199532,0.42424242424242425,0.35714285714285715,0.6974248927038627
1995,112963,Chad Curtis,199533,0.25,0.42424242424242425,0.6793587174348698
1995,112963,Chad Curtis,199534,0.8928571428571429,0.25,0.6565464895635673
1995,112963,Chad Curtis,199535,0.4827586206896552,0.8928571428571429,0.6684684684684684
1995,112963,Chad Curtis,199536,0.5,0.4827586206896552,0.6592465753424658
1995,112963,Chad Curtis,199537,0.7419354838709677,0.5,0.650974025974026
1995,112963,Chad Curtis,199538,0.21739130434782608,0.7419354838709677,0.6553323029366306
1995,110229,Brady Anderson,199518,0.47619047619047616,1.1428571428571428,0.9811320754716981
1995,110229,Brady Anderson,199519,0.75,0.47619047619047616,0.8378378378378378
1995,110229,Brady Anderson,199520,0.6129032258064516,0.75,0.8137254901960784
1995,110229,Brady Anderson,199521,0.6818181818181818,0.6129032258064516,0.7669172932330827
1995,110229,Brady Anderson,199522,0.5,0.6818181818181818,0.7548387096774194
1995,110229,Brady Anderson,199523,0.6296296296296297,0.5,0.7206703910614525
1995,110229,Brady Anderson,199524,0.7878787878787878,0.6296296296296297,0.7087378640776699
1995,110229,Brady Anderson,199525,0.5172413793103449,0.7878787878787878,0.7196652719665272
1995,110229,Brady Anderson,199526,0.4117647058823529,0.5172413793103449,0.6977611940298507
1995,110229,Brady Anderson,199527,1.1111111111111112,0.4117647058823529,0.6655629139072847
1995,110229,Brady Anderson,199528,0.6176470588235294,1.1111111111111112,0.690625
1995,110229,Brady Anderson,199529,0.6551724137931034,0.6176470588235294,0.6836158192090396
1995,110229,Brady Anderson,199530,0.1875,0.6551724137931034,0.6814621409921671
1995,110229,Brady Anderson,199531,0.5806451612903226,0.1875,0.6433734939759036
1995,110229,Brady Anderson,199532,0.8787878787878788,0.5806451612903226,0.6390134529147982
1995,110229,Brady Anderson,199533,0.5142857142857142,0.8787878787878788,0.6555323590814196
1995,110229,Brady Anderson,199534,0.5,0.5142857142857142,0.6459143968871596
1995,110229,Brady Anderson,199535,0.5769230769230769,0.5,0.6383763837638377
1995,110229,Brady Anderson,199536,0.5806451612903226,0.5769230769230769,0.6355633802816901
1995,110229,Brady Anderson,199537,1.0,0.5806451612903226,0.6327212020033389
1995,110229,Brady Anderson,199538,0.72,1.0,0.6518987341772152
1995,119812,Otis Nixon,199518,0.48484848484848486,0.6071428571428571,0.6111111111111112
1995,119812,Otis Nixon,199519,0.5714285714285714,0.48484848484848486,0.5632183908045977
1995,119812,Otis Nixon,199520,0.48148148148148145,0.5714285714285714,0.5655737704918032
1995,119812,Otis Nixon,199521,0.34375,0.48148148148148145,0.5503355704697986
1995,119812,Otis Nixon,199522,0.2631578947368421,0.34375,0.5138121546961326
1995,119812,Otis Nixon,199523,0.6521739130434783,0.2631578947368421,0.49
1995,119812,Otis Nixon,199524,0.4827586206896552,0.6521739130434783,0.5067264573991032
1995,119812,Otis Nixon,199525,0.71875,0.4827586206896552,0.503968253968254
1995,119812,Otis Nixon,199526,0.3125,0.71875,0.528169014084507
1995,119812,Otis Nixon,199527,0.2631578947368421,0.3125,0.5063291139240507
1995,119812,Otis Nixon,199528,0.48484848484848486,0.2631578947368421,0.4925373134328358
1995,119812,Otis Nixon,199529,0.53125,0.48484848484848486,0.49184782608695654
1995,119812,Otis Nixon,199530,0.6666666666666666,0.53125,0.495
1995,119812,Otis Nixon,199531,0.7575757575757576,0.6666666666666666,0.503562945368171
1995,119812,Otis Nixon,199532,0.5714285714285714,0.7575757575757576,0.5220264317180616
1995,119812,Otis Nixon,199533,0.7037037037037037,0.5714285714285714,0.524896265560166
1995,119812,Otis Nixon,199534,0.4074074074074074,0.7037037037037037,0.5343811394891945
1995,119812,Otis Nixon,199535,0.5151515151515151,0.4074074074074074,0.5279850746268657
1995,119812,Otis Nixon,199536,0.8,0.5151515151515151,0.5272407732864675
1995,119812,Otis Nixon,199537,0.8148148148148148,0.8,0.5409015025041736
1995,119812,Otis Nixon,199538,0.26666666666666666,0.8148148148148148,0.5527156549520766
1995,124288,Bernie Williams,199519,0.8235294117647058,0.8666666666666667,0.6025641025641025
1995,124288,Bernie Williams,199520,0.10526315789473684,0.8235294117647058,0.6421052631578947
1995,124288,Bernie Williams,199521,0.5185185185185185,0.10526315789473684,0.5526315789473685
1995,124288,Bernie Williams,199522,0.8333333333333334,0.5185185185185185,0.5460992907801419
1995,124288,Bernie Williams,199523,1.032258064516129,0.8333333333333334,0.5964912280701754
1995,124288,Bernie Williams,199524,0.625,1.032258064516129,0.6633663366336634
1995,124288,Bernie Williams,199525,0.4827586206896552,0.625,0.6592920353982301
1995,124288,Bernie Williams,199526,0.48484848484848486,0.4827586206896552,0.6392156862745098
1995,124288,Bernie Williams,199527,1.1428571428571428,0.48484848484848486,0.6215277777777778
1995,124288,Bernie Williams,199528,0.6176470588235294,1.1428571428571428,0.656957928802589
1995,124288,Bernie Williams,199529,0.4666666666666667,0.6176470588235294,0.6530612244897959
1995,124288,Bernie Williams,199530,0.5357142857142857,0.4666666666666667,0.6380697050938338
1995,124288,Bernie Williams,199531,0.6486486486486487,0.5357142857142857,0.6309226932668329
1995,124288,Bernie Williams,199532,1.0,0.6486486486486487,0.632420091324201
1995,124288,Bernie Williams,199533,0.24242424242424243,1.0,0.6552462526766595
1995,124288,Bernie Williams,199534,1.0,0.24242424242424243,0.628
