owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets
FA,Jose Altuve,Hou,76.0,2B|2B/SS|IF|LF|OF|DH|UTIL|BE|IL,1.84,122.0,hold,69.0,id·vol,3.25,,,95.0,31.0,2B/SS|OF|UTIL
FA,Gabriel Moreno,Ari,43.3,C|UTIL|BE|IL,1.96,74.0,hold,64.0,id·vol,2.99,,,94.0,30.0,C|UTIL
FA,Jarren Duran,Bos,69.6,LF|CF|OF|UTIL|BE|IL,1.67,207.0,hold,75.0,id·vol,3.45,,,92.0,30.0,OF|UTIL
FA,Ceddanne Rafaela,Bos,47.5,2B|2B/SS|IF|CF|OF|UTIL|BE|IL,1.63,237.0,hold,71.0,id·vol,3.51,,,91.0,29.0,2B/SS|OF|UTIL
FA,Jakob Marsee,Mia,28.5,CF|OF|UTIL|BE|IL,1.87,107.0,hold,84.0,id·vol,3.06,,,91.0,29.0,OF|UTIL
FA,Chandler Simpson,TB,35.0,LF|CF|OF|UTIL|BE|IL,1.82,129.0,hold,76.0,id·vol,3.13,,,91.0,29.0,OF|UTIL
FA,Nolan Schanuel,LAA,4.5,1B|1B/3B|IF|UTIL|BE|IL,1.75,160.0,drop,66.0,id·vol,3.22,,,90.0,29.0,1B/3B|UTIL
FA,Kody Clemens,Min,26.4,1B|2B|2B/SS|1B/3B|IF|UTIL|BE|IL|OF|LF|RF,1.86,113.0,hold,72.0,id·vol,3.03,,,90.0,29.0,1B/3B|2B/SS|OF|UTIL
FA,Brooks Lee,Min,42.8,2B|3B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL,1.68,205.0,hold,73.0,id·vol,3.28,,,88.0,28.0,1B/3B|2B/SS|UTIL
FA,Vinnie Pasquantino,KC,45.0,1B|1B/3B|IF|DH|UTIL|BE|IL,2.02,54.0,hold,71.0,id·vol,2.72,,,88.0,28.0,1B/3B|UTIL
FA,J.P. Crawford,Sea,6.0,SS|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.66,218.0,drop,65.0,id·vol,3.35,,,88.0,29.0,1B/3B|2B/SS|UTIL
FA,Brandon Marsh,Phi,50.5,LF|CF|OF|UTIL|BE|IL|RF,1.77,147.0,hold,76.0,id·vol,3.07,,,87.0,28.0,OF|UTIL
FA,Willy Adames,SF,51.6,SS|2B/SS|IF|UTIL|BE|IL,1.72,184.0,hold,77.0,id·vol,3.14,,,86.0,28.0,2B/SS|UTIL
FA,Heliot Ramos,SF,13.8,LF|OF|UTIL|BE|IL,1.63,232.0,hold,46.0,id·vol,3.3,,,86.0,28.0,OF|UTIL
FA,Travis Bazzana,Cle,24.0,2B|2B/SS|IF|UTIL|BE|IL,1.62,240.0,hold,54.0,id·vol,3.28,,,85.0,27.0,2B/SS|UTIL
FA,Daulton Varsho,Tor,9.8,CF|OF|UTIL|BE|IL,1.97,72.0,hold,71.0,id·vol,2.68,,,84.0,27.0,OF|UTIL
FA,Jeremy Pena,Hou,55.4,SS|2B/SS|IF|UTIL|BE|IL,1.87,108.0,hold,47.0,name·vol,2.79,,,83.0,27.0,2B/SS|UTIL
MINE,Curtis Mead,Wsh,,1B|3B|1B/3B|IF|UTIL|BE|IL,1.82,131.0,hold,64.0,id·vol,2.85,,,83.0,27.0,1B/3B|UTIL
FA,Jake Mangum,Pit,5.1,LF|CF|RF|OF|UTIL|BE|IL,1.74,165.0,hold,53.0,id·vol,3.01,,,83.0,27.0,OF|UTIL
FA,Josh Bell,Min,15.8,1B|1B/3B|IF|DH|UTIL|BE|IL,1.74,169.0,hold,76.0,id·vol,2.99,,,83.0,27.0,1B/3B|UTIL
FA,Bryce Eldridge,SF,12.7,DH|UTIL|BE|IL|1B|1B/3B|IF,1.88,99.0,hold,50.0,id·vol,2.74,,,82.0,27.0,1B/3B|UTIL
FA,Masyn Winn,StL,6.3,SS|2B/SS|IF|UTIL|BE|IL,1.6,260.0,drop,67.0,id·vol,3.2,,,81.0,26.0,2B/SS|UTIL
FA,Gavin Sheets,SD,11.8,LF|OF|DH|UTIL|BE|IL|1B|1B/3B|IF,1.76,154.0,drop,66.0,id·vol,2.89,,,81.0,26.0,1B/3B|OF|UTIL
FA,Jake Burger,Tex,9.7,1B|1B/3B|IF|UTIL|BE|IL,1.7,189.0,drop,74.0,id·vol,2.96,,,80.0,26.0,1B/3B|UTIL
MINE,Max Muncy,LAD,,3B|1B/3B|IF|UTIL|BE|IL,1.98,68.0,hold,78.0,id·vol,2.5,,,79.0,25.0,1B/3B|UTIL
FA,Jasson Dominguez,NYY,5.0,LF|OF|UTIL|BE|IL|RF|DH,1.72,175.0,hold,30.0,name·vol,2.89,,,79.0,26.0,OF|UTIL
FA,Trevor Larnach,Min,6.0,RF|OF|DH|UTIL|BE|IL|LF,1.79,142.0,hold,61.0,id·vol,2.78,,,79.0,26.0,OF|UTIL
FA,A.J. Ewing,NYM,12.5,CF|OF|UTIL|BE|IL,1.72,183.0,hold,46.0,id·vol,2.86,,,78.0,25.0,OF|UTIL
FA,Chase Meidroth,ChW,9.1,2B|SS|2B/SS|IF|UTIL|BE|IL,1.45,352.0,drop,66.0,id·vol,3.34,,,77.0,25.0,2B/SS|UTIL
FA,Javier Sanoja,Mia,5.9,2B|3B|2B/SS|1B/3B|IF|LF|OF|UTIL|P|RP|BE|IL,2.02,53.0,hold,58.0,id·vol,2.4,,,77.0,25.0,1B/3B|2B/SS|OF|UTIL
FA,Nick Gonzales,Pit,18.8,2B|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.46,344.0,drop,64.0,id·vol,3.25,,,76.0,24.0,1B/3B|2B/SS|UTIL
FA,Jo Adell,LAA,34.0,CF|RF|OF|UTIL|BE|IL,1.53,311.0,drop,71.0,id·vol,3.1,,,76.0,24.0,OF|UTIL
FA,Royce Lewis,Min,9.4,3B|1B/3B|IF|UTIL|BE|IL|1B,1.71,186.0,hold,51.0,id·vol,2.81,,,76.0,25.0,1B/3B|UTIL
FA,Nathan Lukes,Tor,1.0,LF|CF|RF|OF|UTIL|BE|IL,1.69,200.0,hold,43.0,id·vol,2.81,,,76.0,24.0,OF|UTIL
FA,Heriberto Hernandez,Mia,3.0,LF|OF|DH|UTIL|BE|IL,1.9,93.0,hold,52.0,name·vol,2.5,,,76.0,24.0,OF|UTIL
FA,Tyler Freeman,Col,0.5,RF|OF|DH|UTIL|BE|IL|2B|2B/SS|IF,1.75,156.0,hold,52.0,id·vol,2.7,,,75.0,24.0,2B/SS|OF|UTIL
FA,Jurickson Profar,Atl,4.9,LF|OF|UTIL|BE|IL,1.96,,stash,,talent_prior·flat↓,,,,75.0,24.0,OF|UTIL
FA,Brayan Rocchio,Cle,31.9,2B|SS|2B/SS|IF|UTIL|BE|IL,1.64,221.0,drop,70.0,id·vol,2.83,,,74.0,24.0,2B/SS|UTIL
FA,Salvador Perez,KC,61.0,C|1B|1B/3B|IF|DH|UTIL|BE|IL,1.59,261.0,drop,70.0,id·vol,2.91,,,74.0,24.0,1B/3B|C|UTIL
FA,Cam Smith,Hou,6.8,RF|OF|UTIL|BE|IL,1.56,288.0,hold,66.0,id·vol,2.96,,,73.0,24.0,OF|UTIL
FA,Isaac Collins,KC,0.6,LF|OF|UTIL|BE|IL,1.79,139.0,hold,66.0,id·vol,2.56,,,73.0,24.0,OF|UTIL
FA,Cole Young,Sea,11.2,2B|2B/SS|IF|UTIL|BE|IL,1.63,236.0,hold,74.0,id·vol,2.83,,,73.0,24.0,2B/SS|UTIL
FA,Carter Jensen,KC,36.6,C|DH|UTIL|BE|IL,1.57,280.0,drop,64.0,id·vol,2.87,,,72.0,23.0,C|UTIL
FA,Garrett Mitchell,Mil,8.1,CF|OF|UTIL|BE|IL,1.7,190.0,hold,62.0,id·vol,2.67,,,72.0,23.0,OF|UTIL
FA,Cedric Mullins,TB,2.4,CF|OF|UTIL|BE|IL,1.71,187.0,hold,63.0,id·vol,2.63,,,72.0,23.0,OF|UTIL
FA,Austin Riley,Atl,65.4,3B|1B/3B|IF|UTIL|BE|IL,1.48,338.0,drop,67.0,id·vol,3.04,,,72.0,23.0,1B/3B|UTIL
FA,Ty France,SD,4.2,1B|1B/3B|IF|UTIL|BE|IL,1.79,137.0,hold,50.0,id·vol,2.53,,,72.0,23.0,1B/3B|UTIL
FA,Lane Thomas,KC,4.9,CF|OF|UTIL|BE|IL|RF|LF,1.83,125.0,hold,59.0,id·vol,2.43,,,71.0,23.0,OF|UTIL
FA,Charlie Blackmon,Col,0.0,RF|OF|UTIL|BE|IL,1.85,,stash,,talent_prior·flat↓,,,,71.0,23.0,OF|UTIL
FA,Ryan Jeffers,Min,32.0,C|DH|UTIL|BE|IL,2.03,49.0,hold,39.0,id·vol,2.21,,,71.0,23.0,C|UTIL
FA,Lars Nootbaar,StL,4.2,LF|RF|OF|UTIL|BE|IL,1.79,141.0,hold,27.0,id·vol,2.47,,,70.0,23.0,OF|UTIL
FA,Dylan Crews,Wsh,6.3,RF|OF|UTIL|BE|IL|CF,1.54,300.0,hold,36.0,id·vol,2.82,,,69.0,22.0,OF|UTIL
FA,Jason Heyward,FA,0.0,LF|OF|UTIL|BE|IL,1.79,,stash,,talent_prior·flat↓,,,,69.0,22.0,OF|UTIL
FA,Wilmer Flores,FA,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.77,,stash,,talent_prior·flat↓,,,,68.0,22.0,1B/3B|UTIL
FA,Jose Caballero,NYY,33.1,2B|3B|SS|2B/SS|1B/3B|IF|RF|OF|UTIL|BE|IL,1.69,196.0,hold,59.0,name·vol,2.51,,,68.0,22.0,1B/3B|2B/SS|OF|UTIL
FA,Yainer Diaz,Hou,41.2,C|DH|UTIL|BE|IL,1.68,204.0,hold,35.0,id·vol,2.5,,,67.0,22.0,C|UTIL
FA,Troy Johnston,Col,7.6,1B|1B/3B|IF|LF|RF|OF|UTIL|BE|IL|DH,1.73,172.0,hold,64.0,id·vol,2.42,,,67.0,22.0,1B/3B|OF|UTIL
FA,Kyle Karros,Col,7.9,3B|1B/3B|IF|UTIL|BE|IL,1.59,266.0,hold,60.0,id·vol,2.65,,,67.0,22.0,1B/3B|UTIL
FA,Carlos Santana,FA,0.2,1B|1B/3B|IF|UTIL|BE|IL,1.76,,stash,,talent_prior·flat↓,,,,67.0,22.0,1B/3B|UTIL
FA,Justin Turner,FA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.75,,stash,,talent_prior·flat↓,,,,67.0,22.0,1B/3B|UTIL
FA,Braden Montgomery,ChW,6.9,CF|RF|OF|DH|UTIL|BE|IL,1.62,242.0,hold,24.0,id·vol,2.57,,,66.0,21.0,OF|UTIL
FA,Teoscar Hernandez,LAD,52.6,RF|OF|UTIL|BE|IL|LF,1.54,303.0,drop,45.0,name·vol,2.69,,,66.0,21.0,OF|UTIL
FA,Luis Matos,Mil,0.1,RF|OF|UTIL|BE|IL,1.72,,stash,,talent_prior·flat↓,,,,66.0,21.0,OF|UTIL
FA,TJ Friedl,Cin,8.8,CF|OF|UTIL|BE|IL|LF,1.64,226.0,hold,41.0,id·vol,2.52,,,66.0,21.0,OF|UTIL
MINE,Aaron Judge,NYY,,RF|OF|DH|UTIL|BE|IL,2.5,7.0,add,74.0,id·vol,2.32,SIXTY_DAY_DL,2026-08-07,66.0,30.0,OF|UTIL
FA,Mike Tauchman,NYM,0.0,RF|OF|UTIL|BE|IL,1.71,,stash,,talent_prior·flat↓,,,,65.0,21.0,OF|UTIL
FA,J.D. Martinez,FA,0.0,DH|UTIL|BE|IL,1.71,,stash,,talent_prior·flat↓,,,,65.0,21.0,UTIL
FA,Sal Frelick,Mil,26.2,RF|OF|UTIL|BE|IL,1.86,116.0,hold,66.0,id·vol,2.52,TEN_DAY_DL,2026-07-28,65.0,24.0,OF|UTIL
FA,Jorge Soler,LAA,6.4,RF|OF|DH|UTIL|BE|IL,1.46,347.0,hold,53.0,id·vol,2.82,,,65.0,21.0,OF|UTIL
FA,Joshua Kuroda-Grauer,Oak,3.4,SS|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.69,198.0,hold,11.0,id·vol,2.4,,,65.0,21.0,1B/3B|2B/SS|UTIL
FA,Kyle Manzardo,Cle,2.9,1B|1B/3B|IF|DH|UTIL|BE|IL,1.44,356.0,drop,52.0,id·vol,2.82,,,65.0,21.0,1B/3B|UTIL
FA,Jesse Winker,FA,0.0,DH|UTIL|BE|IL,1.66,,stash,,talent_prior·flat↓,,,,64.0,21.0,UTIL
FA,Jared Triolo,Pit,0.4,1B|3B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL,1.63,234.0,drop,41.0,id·vol,2.47,,,64.0,21.0,1B/3B|2B/SS|UTIL
FA,Whit Merrifield,FA,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.69,,stash,,talent_prior·flat↓,,,,64.0,21.0,2B/SS|UTIL
FA,Kerry Carpenter,Det,9.5,LF|RF|OF|DH|UTIL|BE|IL,1.74,168.0,hold,48.0,id·vol,2.31,,,64.0,21.0,OF|UTIL
FA,Jose Iglesias,FA,0.0,2B|3B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL,1.66,,stash,,talent_prior·flat↓,,,,64.0,21.0,1B/3B|2B/SS|UTIL
FA,Kevin Pillar,FA,0.0,CF|RF|OF|UTIL|BE|IL,1.67,,stash,,talent_prior·flat↓,,,,64.0,21.0,OF|UTIL
FA,Vaughn Grissom,LAA,1.1,2B|SS|2B/SS|IF|UTIL|BE|IL|1B|1B/3B|3B,1.63,233.0,hold,41.0,id·vol,2.43,,,63.0,20.0,1B/3B|2B/SS|UTIL
FA,Willi Castro,Col,14.0,2B|3B|2B/SS|1B/3B|IF|LF|RF|OF|UTIL|BE|IL|SS|1B,1.44,359.0,drop,55.0,id·vol,2.74,,,63.0,20.0,1B/3B|2B/SS|OF|UTIL
FA,Joey Ortiz,Mil,1.1,SS|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.64,228.0,drop,47.0,id·vol,2.4,,,63.0,20.0,1B/3B|2B/SS|UTIL
FA,Samuel Basallo,Bal,32.7,C|UTIL|BE|IL|DH,1.59,262.0,hold,56.0,id·vol,2.46,,,63.0,20.0,C|UTIL
FA,Ezequiel Duran,Tex,26.2,1B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL|OF|2B|LF|3B|RF,1.47,342.0,drop,56.0,id·vol,2.7,,,63.0,20.0,1B/3B|2B/SS|OF|UTIL
FA,Juan Yepez,Tor,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.64,,stash,,talent_prior·flat↓,,,,63.0,21.0,1B/3B|UTIL
FA,Lawrence Butler,Oak,9.1,CF|RF|OF|UTIL|BE|IL,1.53,309.0,drop,50.0,id·vol,2.57,,,63.0,20.0,OF|UTIL
FA,Will Brennan,SF,0.0,RF|OF|UTIL|BE|IL,1.64,,stash,,talent_prior·flat↓,,,,63.0,21.0,OF|UTIL
FA,Wander Franco,TB,0.2,SS|2B/SS|IF|UTIL|BE|IL,2.12,,stash,,talent_prior·flat↓,,OUT,2026-08-03,63.0,26.0,2B/SS|UTIL
FA,Andrew Benintendi,ChW,3.1,LF|OF|DH|UTIL|BE|IL,1.72,182.0,hold,58.0,id·vol,2.29,,,63.0,20.0,OF|UTIL
FA,Jose Miranda,SD,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.63,,stash,,talent_prior·flat↓,,,,62.0,20.0,1B/3B|UTIL
FA,Joc Pederson,Tex,1.6,DH|UTIL|BE|IL,1.87,109.0,hold,64.0,id·vol,2.07,,,62.0,20.0,UTIL
FA,Carlos Cortes,Oak,4.6,RF|OF|UTIL|BE|IL|DH|LF|P|RP,1.99,62.0,hold,55.0,id·vol,1.97,,,62.0,20.0,OF|UTIL
FA,Tommy Pham,NYM,0.0,LF|OF|UTIL|BE|IL,1.63,,stash,,talent_prior·flat↓,,,,62.0,20.0,OF|UTIL
FA,Jeimer Candelario,LAA,0.1,1B|3B|1B/3B|IF|UTIL|BE|IL,1.63,,stash,,talent_prior·flat↓,,,,62.0,20.0,1B/3B|UTIL
FA,Eugenio Suarez,Cin,41.2,3B|1B/3B|IF|UTIL|BE|IL|DH,1.34,402.0,drop,43.0,name·vol,2.9,,,62.0,20.0,1B/3B|UTIL
FA,Jared Young,NYM,0.3,DH|UTIL|BE|IL|1B|1B/3B|IF,1.97,69.0,hold,37.0,id·vol,1.97,,,62.0,20.0,1B/3B|UTIL
FA,Kevin Newman,KC,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.6,,stash,,talent_prior·flat↓,,,,61.0,20.0,1B/3B|UTIL
FA,Manuel Margot,Det,0.0,RF|OF|UTIL|BE|IL,1.6,,stash,,talent_prior·flat↓,,,,61.0,20.0,OF|UTIL
FA,Spencer Horwitz,Pit,8.7,1B|1B/3B|IF|UTIL|BE|IL,2.16,28.0,hold,72.0,id·vol,1.9,TEN_DAY_DL,2026-07-24,61.0,21.0,1B/3B|UTIL
FA,Mark Canha,Tex,0.0,LF|RF|OF|UTIL|BE|IL,1.59,,stash,,talent_prior·flat↓,,,,61.0,20.0,OF|UTIL
FA,Abraham Toro,KC,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.6,,stash,,talent_prior·flat↓,,,,61.0,20.0,1B/3B|UTIL
FA,Colt Keith,Det,5.4,2B|3B|2B/SS|1B/3B|IF|DH|UTIL|BE|IL,1.72,181.0,hold,55.0,id·vol,2.24,,,61.0,20.0,1B/3B|2B/SS|UTIL
FA,Stuart Fairchild,Cle,0.0,RF|OF|UTIL|BE|IL,1.6,,stash,,talent_prior·flat↓,,,,61.0,20.0,OF|UTIL
FA,Jake Cronenworth,SD,3.1,2B|2B/SS|IF|UTIL|BE|IL,1.51,318.0,drop,29.0,id·vol,2.54,,,61.0,20.0,2B/SS|UTIL
MINE,Dominic Canzone,Sea,,RF|OF|UTIL|BE|IL|DH,1.83,126.0,hold,54.0,id·vol,2.08,,,61.0,20.0,OF|UTIL
FA,Evan Carter,Tex,2.1,CF|OF|UTIL|BE|IL,1.74,163.0,hold,54.0,id·vol,2.2,,,61.0,20.0,OF|UTIL
FA,Jon Berti,FA,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.59,,stash,,talent_prior·flat↓,,,,61.0,20.0,1B/3B|UTIL
FA,Daniel Vogelbach,FA,0.0,DH|UTIL|BE|IL,1.59,,stash,,talent_prior·flat↓,,,,61.0,20.0,UTIL
FA,Lourdes Gurriel Jr.,Ari,0.8,LF|OF|UTIL|BE|IL|DH,1.69,195.0,hold,36.0,id·vol,2.56,TEN_DAY_DL,2026-07-28,60.0,22.0,OF|UTIL
FA,Masataka Yoshida,Bos,0.9,DH|UTIL|BE|IL,1.9,92.0,hold,45.0,id·vol,1.98,,,60.0,19.0,UTIL
FA,Nathan Church,StL,1.0,CF|RF|OF|UTIL|BE|IL|LF,1.59,272.0,hold,48.0,id·vol,2.36,,,60.0,19.0,OF|UTIL
FA,Ildemaro Vargas,Ari,28.9,1B|2B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.85,118.0,hold,64.0,id·vol,2.04,,,60.0,19.0,1B/3B|2B/SS|UTIL
FA,Rowdy Tellez,Atl,0.1,1B|1B/3B|IF|UTIL|BE|IL,1.58,,stash,,talent_prior·flat↓,,,,60.0,19.0,1B/3B|UTIL
FA,Enmanuel Valdez,Pit,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.58,,stash,,talent_prior·flat↓,,,,60.0,19.0,1B/3B|UTIL
FA,Chas McCormick,ChC,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.58,,stash,,talent_prior·flat↓,,,,60.0,19.0,OF|UTIL
FA,Thairo Estrada,FA,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.58,,stash,,talent_prior·flat↓,,,,60.0,19.0,2B/SS|UTIL
FA,Dylan Moore,Phi,0.1,2B|SS|2B/SS|IF|RF|OF|UTIL|BE|IL,1.55,,stash,,talent_prior·flat↓,,,,59.0,19.0,2B/SS|OF|UTIL
FA,Francisco Alvarez,NYM,10.1,C|UTIL|BE|IL|DH,1.69,199.0,hold,46.0,id·vol,2.19,,,59.0,19.0,C|UTIL
FA,Joey Meneses,Oak,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.55,,stash,,talent_prior·flat↓,,,,59.0,19.0,1B/3B|UTIL
FA,Henry Bolte,Oak,3.3,CF|RF|OF|UTIL|BE|IL,1.51,317.0,drop,35.0,id·vol,2.46,,,59.0,19.0,OF|UTIL
FA,Hunter Renfroe,FA,0.0,RF|OF|UTIL|BE|IL,1.54,,stash,,talent_prior·flat↓,,,,59.0,19.0,OF|UTIL
FA,Andrew Vaughn,Mil,3.8,1B|1B/3B|IF|UTIL|BE|IL,1.75,162.0,drop,35.0,id·vol,2.12,,,59.0,19.0,1B/3B|UTIL
FA,Michael Massey,KC,0.7,2B|2B/SS|IF|UTIL|BE|IL,1.74,171.0,hold,51.0,id·vol,2.12,,,59.0,19.0,2B/SS|UTIL
FA,Griffin Conine,Mia,0.9,LF|RF|OF|UTIL|BE|IL,1.89,97.0,hold,21.0,id·vol,1.97,,,59.0,19.0,OF|UTIL
FA,Robbie Grossman,FA,0.0,LF|OF|UTIL|BE|IL,1.51,,stash,,talent_prior·flat↓,,,,58.0,19.0,OF|UTIL
FA,Nick Senzel,LAD,0.0,3B|1B/3B|IF|LF|OF|UTIL|BE|IL,1.53,,stash,,talent_prior·flat↓,,,,58.0,19.0,1B/3B|OF|UTIL
FA,Donovan Solano,FA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.51,,stash,,talent_prior·flat↓,,,,58.0,19.0,1B/3B|UTIL
FA,Nasim Nunez,Wsh,11.2,2B|SS|2B/SS|IF|UTIL|BE|IL,1.62,246.0,drop,58.0,name·vol,2.24,,,58.0,19.0,2B/SS|UTIL
FA,Yasmani Grandal,FA,0.0,C|UTIL|BE|IL,1.51,,stash,,talent_prior·flat↓,,,,58.0,19.0,C|UTIL
FA,Jacob Young,Wsh,1.1,CF|OF|UTIL|BE|IL,1.66,211.0,hold,57.0,id·vol,2.2,,,58.0,19.0,OF|UTIL
FA,Travis Jankowski,FA,0.0,RF|OF|UTIL|BE|IL,1.51,,stash,,talent_prior·flat↓,,,,58.0,19.0,OF|UTIL
FA,Kyle Farmer,Atl,0.0,2B|2B/SS|IF|DH|UTIL|BE|IL,1.53,,stash,,talent_prior·flat↓,,,,58.0,19.0,2B/SS|UTIL
FA,Christian Encarnacion-Strand,Bal,0.2,1B|3B|1B/3B|IF|UTIL|BE|IL,1.5,,stash,,talent_prior·flat↓,,,,58.0,19.0,1B/3B|UTIL
FA,Nathaniel Lowe,Cin,1.0,1B|1B/3B|IF|UTIL|BE|IL|DH,1.81,133.0,hold,48.0,id·vol,2.02,,,58.0,19.0,1B/3B|UTIL
FA,Oswaldo Cabrera,NYY,0.1,3B|1B/3B|IF|UTIL|BE|IL,1.51,,stash,,talent_prior·flat↓,,,,58.0,19.0,1B/3B|UTIL
FA,Anthony Rizzo,FA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.52,,stash,,talent_prior·flat↓,,,,58.0,19.0,1B/3B|UTIL
FA,Christian Bethancourt,ChC,0.0,C|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,57.0,19.0,C|UTIL
FA,Marcus Semien,NYM,36.4,2B|2B/SS|IF|UTIL|BE|IL,1.78,144.0,hold,66.0,id·vol,2.02,,,57.0,18.0,2B/SS|UTIL
FA,Yuli Gurriel,FA,0.0,DH|UTIL|BE|IL,1.49,,stash,,talent_prior·flat↓,,,,57.0,19.0,UTIL
FA,Cooper Pratt,Mil,2.0,SS|2B/SS|IF|UTIL|BE|IL,1.61,249.0,drop,18.0,id·vol,2.21,,,57.0,18.0,2B/SS|UTIL
FA,Tyler Fitzgerald,LAD,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,57.0,19.0,2B/SS|UTIL
FA,Nick Loftin,KC,0.9,LF|OF|UTIL|BE|IL|2B|2B/SS|IF|3B|1B/3B,1.64,227.0,hold,40.0,id·vol,2.19,,,57.0,18.0,1B/3B|2B/SS|OF|UTIL
FA,J.T. Realmuto,Phi,14.5,C|UTIL|BE|IL,1.55,298.0,drop,47.0,id·vol,2.3,,,57.0,18.0,C|UTIL
FA,Kyle Teel,ChW,6.5,C|UTIL|BE|IL,1.5,326.0,hold,12.0,id·vol,2.4,,,57.0,18.0,C|UTIL
