owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets
FA,Eugenio Suarez,Cin,38.3,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.42,372.0,hold,12.0,id·vol,3.22,,,32.0,19.0,"{'UTIL', '1B/3B'}"
FA,Jonathan Aranda,TB,38.1,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.73,147.0,hold,20.0,id·vol,3.79,,,46.0,27.0,"{'UTIL', '1B/3B'}"
FA,Jo Adell,Cle,37.9,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.58,262.0,hold,17.0,id·vol,3.35,,,37.0,22.0,"{'UTIL', 'OF'}"
FA,Brandon Marsh,Phi,36.0,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.77,135.0,hold,18.0,id·vol,3.13,,,38.0,23.0,"{'UTIL', 'OF'}"
FA,Marcus Semien,NYM,34.5,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.77,134.0,hold,16.0,id·vol,2.92,,,36.0,21.0,"{'2B/SS', 'UTIL'}"
FA,Brendan Donovan,Sea,33.9,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.77,131.0,hold,6.0,id·vol,3.21,SEVEN_DAY_DL,2026-08-29,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Colson Montgomery,ChW,33.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.73,152.0,hold,19.0,id·vol,3.49,,,42.0,25.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Carter Jensen,KC,32.0,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.54,288.0,drop,15.0,id·vol,3.06,,,33.0,19.0,"{'C', 'UTIL'}"
FA,Trent Grisham,NYY,31.4,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.98,62.0,hold,18.0,id·vol,3.58,,,49.0,29.0,"{'UTIL', 'OF'}"
FA,Kody Clemens,Min,30.3,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'LF', 'RF']",1.82,112.0,hold,17.0,id·vol,3.12,,,39.0,23.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Alec Bohm,Phi,30.3,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '1B']",1.93,75.0,hold,20.0,id·vol,3.3,,,44.0,26.0,"{'UTIL', '1B/3B'}"
FA,Jakob Marsee,Mia,26.2,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.89,87.0,hold,19.0,id·vol,3.22,,,42.0,25.0,"{'UTIL', 'OF'}"
FA,Zack Gelof,Oak,26.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'CF', '3B', '1B/3B', 'LF']",1.68,193.0,hold,10.0,id·vol,2.76,,,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Ildemaro Vargas,Ari,26.0,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.86,98.0,hold,16.0,id·vol,2.41,,,31.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Casey Schmitt,SF,25.7,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH', '1B', 'LF', 'OF']",1.87,96.0,hold,16.0,id·vol,2.06,TEN_DAY_DL,2027-02-01,0.0,0.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Samuel Basallo,Bal,25.6,"['C', 'UTIL', 'BE', 'IL', 'DH']",1.56,278.0,drop,11.0,id·vol,1.95,,,21.0,12.0,"{'C', 'UTIL'}"
FA,Jose Caballero,NYY,25.4,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.68,189.0,hold,13.0,id·vol,2.27,,,26.0,16.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Jackson Holliday,Bal,24.7,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.45,350.0,drop,8.0,id·vol,2.98,,,30.0,18.0,"{'2B/SS', 'UTIL'}"
FA,Sal Frelick,Mil,23.5,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.83,110.0,hold,12.0,id·vol,1.71,TEN_DAY_DL,2026-08-25,21.0,12.0,"{'UTIL', 'OF'}"
FA,George Lombard Jr.,NYY,22.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.46,344.0,drop,2.0,id·vol,2.59,,,26.0,15.0,"{'2B/SS', 'UTIL'}"
FA,Brayan Rocchio,Cle,21.3,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.56,275.0,drop,16.0,id·vol,2.88,,,31.0,18.0,"{'2B/SS', 'UTIL'}"
FA,Willi Castro,Col,20.1,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'SS', '1B']",1.51,309.0,drop,14.0,id·vol,3.12,,,33.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Nick Gonzales,Pit,20.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.45,356.0,drop,15.0,id·vol,3.24,,,33.0,19.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Josh Bell,Min,19.2,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.72,158.0,hold,18.0,id·vol,3.32,,,40.0,23.0,"{'UTIL', '1B/3B'}"
FA,Max Clark,Det,18.9,"['CF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.59,254.0,hold,3.0,id·vol,2.65,,,29.0,17.0,"{'UTIL', 'OF'}"
FA,Travis Bazzana,Cle,16.9,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.61,239.0,hold,14.0,id·vol,3.19,,,36.0,21.0,"{'2B/SS', 'UTIL'}"
FA,Chase Meidroth,ChW,16.4,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.5,317.0,drop,16.0,id·vol,3.58,,,37.0,22.0,"{'2B/SS', 'UTIL'}"
FA,Lawrence Butler,Oak,16.0,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.66,207.0,hold,14.0,id·vol,3.1,,,36.0,21.0,"{'UTIL', 'OF'}"
FA,J.T. Realmuto,Phi,15.9,"['C', 'UTIL', 'BE', 'IL']",1.5,318.0,drop,12.0,id·vol,2.62,,,27.0,16.0,"{'C', 'UTIL'}"
FA,Giancarlo Stanton,NYY,14.8,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.46,348.0,hold,3.0,id·vol,1.44,TEN_DAY_DL,2026-09-22,0.0,0.0,"{'UTIL', 'OF'}"
FA,Luis Robert Jr.,NYM,14.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.64,214.0,hold,7.0,id·vol,2.85,,,32.0,19.0,"{'UTIL', 'OF'}"
FA,Nick Sogard,Bos,13.2,"['1B', '2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.52,303.0,drop,5.0,id·vol,3.35,,,35.0,21.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Dominic Canzone,Sea,12.6,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.73,156.0,hold,14.0,id·vol,2.9,,,35.0,20.0,"{'UTIL', 'OF'}"
FA,Cole Young,Sea,11.9,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.56,281.0,hold,17.0,id·vol,3.26,,,35.0,21.0,"{'2B/SS', 'UTIL'}"
FA,Spencer Steer,Cin,11.3,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'LF', 'RF', '2B', '2B/SS']",1.91,79.0,hold,15.0,id·vol,1.95,TEN_DAY_DL,2026-09-22,0.0,0.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Carson Kelly,ChC,11.0,"['C', 'UTIL', 'BE', 'IL']",1.42,367.0,drop,10.0,id·vol,2.27,,,22.0,13.0,"{'C', 'UTIL'}"
FA,Heliot Ramos,NYY,10.5,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.54,290.0,hold,12.0,id·vol,3.34,,,36.0,21.0,"{'UTIL', 'OF'}"
FA,Jeff McNeil,Oak,10.3,"['2B', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL', '1B', '1B/3B']",1.87,95.0,hold,16.0,id·vol,2.47,,,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Trevor Story,Bos,10.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.38,391.0,drop,5.0,id·vol,1.89,SIXTY_DAY_DL,2026-08-28,15.0,9.0,"{'2B/SS', 'UTIL'}"
FA,Francisco Alvarez,NYM,9.9,"['C', 'UTIL', 'BE', 'IL', 'DH']",1.55,287.0,drop,11.0,id·vol,2.62,,,28.0,17.0,"{'C', 'UTIL'}"
FA,Spencer Jones,NYY,9.8,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.59,252.0,hold,6.0,id·vol,2.42,,,27.0,16.0,"{'UTIL', 'OF'}"
FA,Javier Sanoja,Mia,9.8,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'LF', 'OF', 'UTIL', 'P', 'RP', 'BE', 'IL', 'RF']",2.03,50.0,add,15.0,id·vol,2.5,,,35.0,21.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Jake Burger,Tex,8.7,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.68,194.0,drop,17.0,id·vol,2.99,,,35.0,20.0,"{'UTIL', '1B/3B'}"
FA,Jordan Westburg,Bal,8.5,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.79,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-10-19,0.0,0.0,"{'UTIL', '1B/3B'}"
FA,TJ Friedl,Cin,8.4,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.57,273.0,hold,8.0,id·vol,2.01,,,22.0,13.0,"{'UTIL', 'OF'}"
FA,Daulton Varsho,Hou,8.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.86,97.0,hold,17.0,id·vol,3.06,,,40.0,23.0,"{'UTIL', 'OF'}"
FA,Andres Gimenez,Tor,8.3,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'SS']",1.52,305.0,drop,14.0,id·vol,2.61,,,28.0,16.0,"{'2B/SS', 'UTIL'}"
FA,Bryce Eldridge,SF,8.2,"['DH', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",1.73,149.0,hold,13.0,id·vol,2.95,BEREAVEMENT,2026-08-27,31.0,19.0,"{'UTIL', '1B/3B'}"
FA,Gavin Sheets,SD,8.2,"['LF', 'OF', 'DH', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",1.68,184.0,drop,14.0,id·vol,2.39,,,28.0,16.0,"{'UTIL', '1B/3B', 'OF'}"
FA,Matt McLain,Cin,8.2,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'SS']",1.62,232.0,hold,13.0,id·vol,3.28,,,37.0,22.0,"{'2B/SS', 'UTIL'}"
FA,Cam Smith,Hou,7.7,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.53,295.0,hold,15.0,id·vol,2.96,,,31.0,18.0,"{'UTIL', 'OF'}"
FA,A.J. Ewing,NYM,7.7,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.65,213.0,hold,13.0,id·vol,3.33,,,38.0,22.0,"{'UTIL', 'OF'}"
FA,Dalton Rushing,LAD,7.7,"['C', 'UTIL', 'BE', 'IL']",1.64,220.0,hold,8.0,id·vol,1.18,TEN_DAY_DL,2026-09-18,1.0,1.0,"{'C', 'UTIL'}"
FA,Carlos Correa,Hou,7.6,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.66,208.0,hold,5.0,id·vol,1.92,SIXTY_DAY_DL,2026-09-24,0.0,0.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Nasim Nunez,Wsh,7.5,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.59,248.0,hold,14.0,id·vol,2.61,,,29.0,17.0,"{'2B/SS', 'UTIL'}"
FA,Curtis Mead,Bos,7.3,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.75,142.0,hold,12.0,id·vol,1.75,TEN_DAY_DL,2026-09-11,7.0,4.0,"{'UTIL', '1B/3B'}"
FA,Kerry Carpenter,Det,6.8,"['LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.69,182.0,hold,9.0,id·vol,1.47,TEN_DAY_DL,2026-08-28,15.0,9.0,"{'UTIL', 'OF'}"
FA,Griffin Conine,Mia,6.8,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH', '1B', '1B/3B', 'IF']",1.94,72.0,hold,8.0,id·vol,2.53,,,34.0,20.0,"{'UTIL', '1B/3B', 'OF'}"
FA,Rafael Flores Jr.,Pit,6.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'C']",1.6,245.0,drop,2.0,id·vol,1.74,,,19.0,11.0,"{'C', 'UTIL', '1B/3B'}"
FA,Austin Wells,NYY,6.0,"['C', 'UTIL', 'BE', 'IL']",1.42,368.0,drop,9.0,id·vol,2.22,,,22.0,13.0,"{'C', 'UTIL'}"
FA,Jake Mangum,Pit,5.9,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.69,178.0,hold,14.0,id·vol,3.26,,,38.0,23.0,"{'UTIL', 'OF'}"
FA,Tyler Stephenson,Cin,5.9,"['C', 'UTIL', 'BE', 'IL']",1.63,224.0,hold,13.0,id·vol,2.55,,,29.0,17.0,"{'C', 'UTIL'}"
FA,Eduardo Valencia,Det,5.8,"['C', '1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.78,125.0,hold,2.0,id·vol,1.66,,,21.0,12.0,"{'C', 'UTIL', '1B/3B'}"
FA,Dylan Crews,Wsh,5.8,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.52,307.0,hold,10.0,id·vol,3.07,,,32.0,19.0,"{'UTIL', 'OF'}"
FA,Tim Tawa,Ari,5.7,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'LF', '3B']",1.49,323.0,drop,7.0,id·vol,2.67,,,28.0,16.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Jorge Polanco,NYM,5.4,"['2B', '2B/SS', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.34,424.0,drop,4.0,id·vol,1.99,TEN_DAY_DL,2027-02-01,0.0,0.0,"{'2B/SS', 'UTIL'}"
FA,Colt Keith,Det,5.4,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL', '1B']",1.75,141.0,hold,14.0,id·vol,2.55,,,31.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Andruw Monasterio,Bos,5.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'DH', '2B']",1.62,237.0,drop,10.0,id·vol,2.57,,,29.0,17.0,"{'2B/SS', 'UTIL'}"
FA,Masyn Winn,StL,5.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.52,300.0,drop,16.0,id·vol,3.24,,,34.0,20.0,"{'2B/SS', 'UTIL'}"
FA,Abimelec Ortiz,Wsh,5.2,"['1B', '1B/3B', 'IF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.69,183.0,drop,2.0,id·vol,2.44,,,29.0,17.0,"{'UTIL', '1B/3B', 'OF'}"
FA,Noelvi Marte,Cin,5.1,"['3B', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.42,374.0,drop,6.0,id·vol,1.77,,,17.0,10.0,"{'UTIL', '1B/3B', 'OF'}"
FA,Jeremiah Jackson,Bal,4.9,"['3B', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL', '2B', '2B/SS']",1.7,174.0,hold,9.0,id·vol,1.56,,,18.0,11.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}"
FA,Paul Goldschmidt,NYY,4.8,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.58,256.0,drop,11.0,id·vol,2.02,,,22.0,13.0,"{'UTIL', '1B/3B'}"
FA,J.P. Crawford,Sea,4.8,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.59,249.0,drop,12.0,id·vol,2.13,TEN_DAY_DL,2026-08-25,23.0,13.0,"{'2B/SS', 'UTIL', '1B/3B'}"
FA,Braden Montgomery,ChW,4.7,"['CF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.48,326.0,drop,8.0,id·vol,3.07,,,32.0,19.0,"{'UTIL', 'OF'}"
FA,Jurickson Profar,Atl,4.7,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.94,,stash,,talent_prior·flat↓,,,,34.0,20.0,"{'UTIL', 'OF'}"
FA,Brenton Doyle,ChW,4.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.3,439.0,drop,4.0,id·vol,2.18,,,20.0,12.0,"{'UTIL', 'OF'}"
FA,Garrett Mitchell,Mil,4.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.7,173.0,hold,15.0,id·vol,2.66,,,31.0,18.0,"{'UTIL', 'OF'}"
FA,Spencer Horwitz,Pit,4.5,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",2.03,53.0,hold,15.0,id·vol,3.09,,,43.0,26.0,"{'UTIL', '1B/3B'}"
FA,Zac Veen,Col,4.4,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}"
FA,Nolan Schanuel,LAA,4.4,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.77,129.0,hold,16.0,id·vol,3.25,TEN_DAY_DL,2026-08-31,30.0,17.0,"{'UTIL', '1B/3B'}"
FA,Troy Johnston,Col,4.3,"['1B', '1B/3B', 'IF', 'LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.67,198.0,hold,13.0,id·vol,2.12,,,25.0,14.0,"{'UTIL', '1B/3B', 'OF'}"
FA,Adolis Garcia,Phi,4.2,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.28,444.0,drop,7.0,id·vol,1.69,SIXTY_DAY_DL,2027-02-01,0.0,0.0,"{'UTIL', 'OF'}"
FA,Trevor Larnach,Min,4.2,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL', 'LF']",1.74,144.0,hold,14.0,id·vol,2.77,,,33.0,20.0,"{'UTIL', 'OF'}"
FA,Henry Bolte,Oak,4.2,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.48,332.0,drop,10.0,id·vol,3.13,,,32.0,19.0,"{'UTIL', 'OF'}"
FA,Kyle Teel,ChW,4.1,"['C', 'UTIL', 'BE', 'IL']",1.47,335.0,drop,2.0,id·vol,1.5,TEN_DAY_DL,2026-08-28,13.0,8.0,"{'C', 'UTIL'}"
FA,Jorge Soler,FA,4.0,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.42,375.0,hold,10.0,id·vol,1.91,,,19.0,11.0,"{'UTIL', 'OF'}"
FA,Colt Emerson,Sea,3.9,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.19,484.0,drop,6.0,id·vol,1.69,TEN_DAY_DL,2027-02-01,0.0,0.0,"{'2B/SS', 'UTIL', '1B/3B'}"
