owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets,k,xwoba_window,rank_full_window,window_full,season_fp_g,n_g
FA,Jose Altuve,Hou,72.4,"['2B', '2B/SS', 'IF', 'LF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.79,121.0,hold,16.0,id·vol,3.31,,,41.0,24.0,"{'2B/SS', 'UTIL', 'OF'}",jose altuve,0.2487315511111111,402.0,True,1.980952380952381,105.0
FA,Ryan Jeffers,Min,43.3,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.95,67.0,hold,11.0,id·vol,2.98,,,40.0,24.0,"{'C', 'UTIL'}",ryan jeffers,0.3522345511111111,43.0,True,2.8507462686567164,67.0
FA,Josh Bell,Min,19.2,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.72,158.0,hold,18.0,id·vol,3.32,,,40.0,23.0,"{'UTIL', '1B/3B'}",josh bell,0.3575849422222222,34.0,True,2.2063492063492065,126.0
FA,Daulton Varsho,Hou,8.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.86,97.0,hold,17.0,id·vol,3.06,,,40.0,23.0,"{'UTIL', 'OF'}",daulton varsho,0.2614500755555555,381.0,True,1.5909090909090908,110.0
FA,Kody Clemens,Min,30.3,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'LF', 'RF']",1.82,112.0,hold,17.0,id·vol,3.12,,,39.0,23.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",kody clemens,0.3259286488888889,112.0,True,2.2389380530973453,113.0
FA,Brooks Lee,Min,44.5,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.7,175.0,hold,17.0,id·vol,3.28,,,39.0,23.0,"{'2B/SS', 'UTIL', '1B/3B'}",brooks lee,0.2675207466666667,371.0,True,2.3333333333333335,123.0
FA,A.J. Ewing,NYM,7.7,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.65,213.0,hold,13.0,id·vol,3.33,,,38.0,22.0,"{'UTIL', 'OF'}",aj ewing,0.3147551555555555,163.0,True,1.6111111111111112,90.0
FA,Jake Mangum,Pit,5.9,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.69,178.0,hold,14.0,id·vol,3.26,,,38.0,23.0,"{'UTIL', 'OF'}",jake mangum,0.2869844577777778,295.0,True,1.8613861386138615,101.0
FA,Brandon Marsh,Phi,36.0,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.77,135.0,hold,18.0,id·vol,3.13,,,38.0,23.0,"{'UTIL', 'OF'}",brandon marsh,0.2884809777777777,291.0,True,1.9435483870967742,124.0
FA,Matt McLain,Cin,8.2,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'SS']",1.62,232.0,hold,13.0,id·vol,3.28,,,37.0,22.0,"{'2B/SS', 'UTIL'}",matt mclain,0.3272992888888889,105.0,True,1.5631067961165048,103.0
FA,Nathan Lukes,Tor,0.8,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.65,212.0,hold,12.0,id·vol,3.22,,,37.0,22.0,"{'UTIL', 'OF'}",nathan lukes,0.2691095866666666,367.0,True,1.5913978494623655,93.0
FA,Chase Meidroth,ChW,16.4,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.5,317.0,drop,16.0,id·vol,3.58,,,37.0,22.0,"{'2B/SS', 'UTIL'}",chase meidroth,0.2963238666666666,255.0,True,1.952,125.0
FA,Jo Adell,Cle,37.9,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.58,262.0,hold,17.0,id·vol,3.35,,,37.0,22.0,"{'UTIL', 'OF'}",jo adell,0.3290321288888889,101.0,True,1.90625,128.0
FA,Heriberto Hernandez,Mia,2.9,"['LF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.82,111.0,hold,14.0,id·vol,2.95,,,37.0,22.0,"{'UTIL', 'OF'}",heriberto hernandez,0.3366144666666667,80.0,True,1.8282828282828283,99.0
FA,Heliot Ramos,NYY,10.5,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.54,290.0,hold,12.0,id·vol,3.34,,,36.0,21.0,"{'UTIL', 'OF'}",heliot ramos,0.3177498222222222,147.0,True,1.4777777777777779,90.0
FA,Salvador Perez,KC,64.8,"['C', '1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.64,222.0,hold,17.0,id·vol,3.13,,,36.0,21.0,"{'C', 'UTIL', '1B/3B'}",salvador perez,0.3216832,127.0,True,1.7459016393442623,122.0
FA,Lawrence Butler,Oak,16.0,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.66,207.0,hold,14.0,id·vol,3.1,,,36.0,21.0,"{'UTIL', 'OF'}",lawrence butler,0.3264650044444445,107.0,True,1.423728813559322,118.0
FA,Travis Bazzana,Cle,16.9,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.61,239.0,hold,14.0,id·vol,3.19,,,36.0,21.0,"{'2B/SS', 'UTIL'}",travis bazzana,0.2831398444444444,313.0,True,1.9896907216494846,97.0
FA,Marcus Semien,NYM,34.5,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.77,134.0,hold,16.0,id·vol,2.92,,,36.0,21.0,"{'2B/SS', 'UTIL'}",marcus semien,0.3093590088888888,185.0,True,1.5405405405405406,111.0
FA,Nick Sogard,Bos,13.2,"['1B', '2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.52,303.0,drop,5.0,id·vol,3.35,,,35.0,21.0,"{'2B/SS', 'UTIL', '1B/3B'}",nick sogard,0.3127745928434613,169.0,True,2.3529411764705883,34.0
FA,Dominic Canzone,Sea,12.6,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.73,156.0,hold,14.0,id·vol,2.9,,,35.0,20.0,"{'UTIL', 'OF'}",dominic canzone,0.3344974444444444,86.0,True,1.9827586206896552,116.0
FA,Jake Burger,Tex,8.7,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.68,194.0,drop,17.0,id·vol,2.99,,,35.0,20.0,"{'UTIL', '1B/3B'}",jake burger,0.2913220088888889,276.0,True,1.7903225806451613,124.0
FA,Cole Young,Sea,11.9,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.56,281.0,hold,17.0,id·vol,3.26,,,35.0,21.0,"{'2B/SS', 'UTIL'}",cole young,0.30978668,182.0,True,1.9694656488549618,131.0
FA,Javier Sanoja,Mia,9.8,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'LF', 'OF', 'UTIL', 'P', 'RP', 'BE', 'IL', 'RF']",2.03,50.0,add,15.0,id·vol,2.5,,,35.0,21.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",javier sanoja,0.2803748311111111,322.0,True,2.104761904761905,105.0
FA,Jurickson Profar,Atl,4.7,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.94,,stash,,talent_prior·flat↓,,,,34.0,20.0,"{'UTIL', 'OF'}",jurickson profar,,,,,
FA,Griffin Conine,Mia,6.8,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH', '1B', '1B/3B', 'IF']",1.94,72.0,hold,8.0,id·vol,2.53,,,34.0,20.0,"{'UTIL', '1B/3B', 'OF'}",griffin conine,0.3673568133333333,19.0,True,1.9365079365079365,63.0
FA,Cedric Mullins,TB,2.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.7,167.0,hold,15.0,id·vol,2.87,,,34.0,20.0,"{'UTIL', 'OF'}",cedric mullins,0.2794933644444444,327.0,True,1.7798165137614679,109.0
FA,Jared Young,NYM,1.1,"['DH', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",1.97,64.0,hold,11.0,id·vol,2.46,,,34.0,20.0,"{'UTIL', '1B/3B'}",jared young,0.3040861688888889,213.0,True,1.8481012658227849,79.0
FA,Isaac Collins,KC,0.6,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.76,137.0,hold,16.0,id·vol,2.79,,,34.0,20.0,"{'UTIL', 'OF'}",isaac collins,0.3032640933333333,217.0,True,1.4827586206896552,116.0
FA,Masyn Winn,StL,5.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.52,300.0,drop,16.0,id·vol,3.24,,,34.0,20.0,"{'2B/SS', 'UTIL'}",masyn winn,0.3006543155555555,232.0,True,1.6416666666666666,120.0
FA,Willi Castro,Col,20.1,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'SS', '1B']",1.51,309.0,drop,14.0,id·vol,3.12,,,33.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",willi castro,0.3241791288888889,119.0,True,1.9189189189189189,111.0
FA,Trevor Larnach,Min,4.2,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL', 'LF']",1.74,144.0,hold,14.0,id·vol,2.77,,,33.0,20.0,"{'UTIL', 'OF'}",trevor larnach,0.3344061866666666,88.0,True,1.971698113207547,106.0
FA,Carter Jensen,KC,32.0,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.54,288.0,drop,15.0,id·vol,3.06,,,33.0,19.0,"{'C', 'UTIL'}",carter jensen,0.29451252,260.0,True,1.6446280991735538,121.0
FA,Nathaniel Lowe,Cle,1.9,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.8,116.0,hold,13.0,id·vol,2.66,,,33.0,20.0,"{'UTIL', '1B/3B'}",nathaniel lowe,0.3293469555555555,99.0,True,1.8229166666666667,96.0
FA,Nick Gonzales,Pit,20.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.45,356.0,drop,15.0,id·vol,3.24,,,33.0,19.0,"{'2B/SS', 'UTIL', '1B/3B'}",nick gonzales,0.3149236311111111,161.0,True,2.186991869918699,123.0
FA,Braden Montgomery,ChW,4.7,"['CF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.48,326.0,drop,8.0,id·vol,3.07,,,32.0,19.0,"{'UTIL', 'OF'}",braden montgomery,0.3165700888888889,152.0,True,1.967741935483871,62.0
FA,Charlie Blackmon,Col,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.83,,stash,,talent_prior·flat↓,,,,32.0,19.0,"{'UTIL', 'OF'}",charlie blackmon,,,,,
FA,Luis Rengifo,SD,3.3,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'LF', 'OF']",1.61,240.0,hold,12.0,id·vol,2.91,,,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",luis rengifo,0.3189299377777778,142.0,True,1.853932584269663,89.0
FA,Andrew Vaughn,Mil,3.7,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '3B']",1.71,166.0,drop,10.0,id·vol,2.7,,,32.0,19.0,"{'UTIL', '1B/3B'}",andrew vaughn,0.3299038177777778,98.0,True,2.0,84.0
FA,Eugenio Suarez,Cin,38.3,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.42,372.0,hold,12.0,id·vol,3.22,,,32.0,19.0,"{'UTIL', '1B/3B'}",eugenio suarez,0.2805254622222222,318.0,True,1.36,100.0
FA,Jake Cronenworth,SD,3.2,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.4,384.0,drop,9.0,id·vol,3.31,,,32.0,19.0,"{'2B/SS', 'UTIL'}",jake cronenworth,0.28024656,323.0,True,1.4102564102564104,78.0
FA,Zack Gelof,Oak,26.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'CF', '3B', '1B/3B', 'LF']",1.68,193.0,hold,10.0,id·vol,2.76,,,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",zack gelof,0.3015718222222222,227.0,True,2.236842105263158,76.0
FA,Moises Ballesteros,LAA,1.9,"['DH', 'UTIL', 'BE', 'IL', 'C']",1.9,83.0,hold,10.0,id·vol,2.43,,,32.0,19.0,"{'C', 'UTIL'}",moises ballesteros,0.3088630133333334,191.0,True,1.1948051948051948,77.0
FA,Brendan Donovan,Sea,33.9,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.77,131.0,hold,6.0,id·vol,3.21,SEVEN_DAY_DL,2026-08-29,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B'}",brendan donovan,0.312809126369084,168.0,True,2.1025641025641026,39.0
FA,Luis Robert Jr.,NYM,14.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.64,214.0,hold,7.0,id·vol,2.85,,,32.0,19.0,"{'UTIL', 'OF'}",luis robert,0.3166705564346764,151.0,True,1.7450980392156863,51.0
FA,Jeff McNeil,Oak,10.3,"['2B', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL', '1B', '1B/3B']",1.87,95.0,hold,16.0,id·vol,2.47,,,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",jeff mcneil,0.3041560222222222,212.0,True,1.7456140350877194,114.0
FA,Dylan Crews,Wsh,5.8,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.52,307.0,hold,10.0,id·vol,3.07,,,32.0,19.0,"{'UTIL', 'OF'}",dylan crews,0.3071909422222222,201.0,True,1.7307692307692308,78.0
FA,Henry Bolte,Oak,4.2,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.48,332.0,drop,10.0,id·vol,3.13,,,32.0,19.0,"{'UTIL', 'OF'}",henry bolte,0.3111262533333333,176.0,True,1.4767441860465116,86.0
FA,Colt Keith,Det,5.4,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL', '1B']",1.75,141.0,hold,14.0,id·vol,2.55,,,31.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}",colt keith,0.3593451866666666,33.0,True,1.5583333333333333,120.0
FA,Brayan Rocchio,Cle,21.3,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.56,275.0,drop,16.0,id·vol,2.88,,,31.0,18.0,"{'2B/SS', 'UTIL'}",brayan rocchio,0.2647394311111111,376.0,True,1.984,125.0
FA,Jason Heyward,FA,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.76,,stash,,talent_prior·flat↓,,,,31.0,18.0,"{'UTIL', 'OF'}",jason heyward,,,,,
FA,Justin Turner,FA,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.72,,stash,,talent_prior·flat↓,,,,31.0,18.0,"{'UTIL', '1B/3B'}",justin turner,,,,,
FA,Cam Smith,Hou,7.7,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.53,295.0,hold,15.0,id·vol,2.96,,,31.0,18.0,"{'UTIL', 'OF'}",cam smith,0.3032539555555555,218.0,True,1.6611570247933884,121.0
FA,Bryce Eldridge,SF,8.2,"['DH', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",1.73,149.0,hold,13.0,id·vol,2.95,BEREAVEMENT,2026-08-27,31.0,19.0,"{'UTIL', '1B/3B'}",bryce eldridge,0.3241015955555555,120.0,True,1.8735632183908046,87.0
FA,Garrett Mitchell,Mil,4.5,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.7,173.0,hold,15.0,id·vol,2.66,,,31.0,18.0,"{'UTIL', 'OF'}",garrett mitchell,0.3691475066666667,16.0,True,1.6837606837606838,117.0
FA,Jacob Young,Wsh,2.2,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.65,209.0,hold,14.0,id·vol,2.72,,,31.0,18.0,"{'UTIL', 'OF'}",jacob young,0.3349775422222222,84.0,True,1.9532710280373833,107.0
FA,Ildemaro Vargas,Ari,26.0,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.86,98.0,hold,16.0,id·vol,2.41,,,31.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}",ildemaro vargas,0.2896027333333333,282.0,True,2.3577981651376145,109.0
FA,Lars Nootbaar,Ari,2.5,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.76,138.0,hold,8.0,id·vol,2.56,,,31.0,18.0,"{'UTIL', 'OF'}",lars nootbaar,0.34056928,68.0,True,1.6451612903225807,62.0
FA,Wilmer Flores,FA,0.0,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.74,,stash,,talent_prior·flat↓,,,,31.0,18.0,"{'UTIL', '1B/3B'}",wilmer flores,,,,,
FA,Austin Riley,Atl,61.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.45,349.0,drop,16.0,id·vol,3.11,,,31.0,18.0,"{'UTIL', '1B/3B'}",austin riley,0.2981707066666667,245.0,True,1.376923076923077,130.0
FA,Carlos Santana,FA,0.2,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.73,,stash,,talent_prior·flat↓,,,,31.0,18.0,"{'UTIL', '1B/3B'}",carlos santana,,,,-0.25,8.0
FA,Angel Genao,Cle,3.5,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.74,143.0,hold,2.0,id·vol,2.5,,,30.0,18.0,"{'2B/SS', 'UTIL'}",angel genao,0.3113219661016949,,False,2.0625,16.0
FA,Nolan Schanuel,LAA,4.4,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.77,129.0,hold,16.0,id·vol,3.25,TEN_DAY_DL,2026-08-31,30.0,17.0,"{'UTIL', '1B/3B'}",nolan schanuel,0.3562404088888889,36.0,True,2.188679245283019,106.0
FA,Vaughn Grissom,LAA,2.4,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '1B', '1B/3B', '3B']",1.45,353.0,drop,10.0,id·vol,2.98,,,30.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}",vaughn grissom,0.2933373555555555,266.0,True,1.9425287356321839,87.0
FA,Mike Tauchman,NYM,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.68,,stash,,talent_prior·flat↓,,,,30.0,17.0,"{'UTIL', 'OF'}",mike tauchman,,,,,
FA,J.D. Martinez,FA,0.0,"['DH', 'UTIL', 'BE', 'IL']",1.68,,stash,,talent_prior·flat↓,,,,30.0,17.0,{'UTIL'},jd martinez,,,,,
FA,Luis Matos,Mil,0.1,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.69,,stash,,talent_prior·flat↓,,,,30.0,17.0,"{'UTIL', 'OF'}",luis matos,,,,-0.1111111111111111,9.0
FA,Jackson Holliday,Bal,24.7,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.45,350.0,drop,8.0,id·vol,2.98,,,30.0,18.0,"{'2B/SS', 'UTIL'}",jackson holliday,0.3078791555555555,197.0,True,1.5443037974683544,79.0
FA,Yainer Diaz,Hou,40.1,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.67,200.0,hold,9.0,id·vol,2.58,,,30.0,18.0,"{'C', 'UTIL'}",yainer diaz,0.3097596977777778,183.0,True,1.7878787878787878,66.0
FA,Osleivis Basabe,SF,1.1,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.66,205.0,hold,3.0,id·vol,2.57,,,30.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}",osleivis basabe,0.27483924,,False,1.4090909090909092,22.0
FA,Joc Pederson,Tex,2.7,"['DH', 'UTIL', 'BE', 'IL']",1.87,93.0,hold,15.0,id·vol,2.27,,,30.0,17.0,{'UTIL'},joc pederson,0.3438341155555555,61.0,True,1.8067226890756303,119.0
FA,Brett Bateman,Tor,0.8,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.44,361.0,drop,2.0,id·vol,3.04,,,30.0,18.0,"{'UTIL', 'OF'}",brett bateman,0.2719138305084746,,False,1.7857142857142858,14.0
FA,Teoscar Hernandez,LAD,47.1,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.49,324.0,drop,12.0,id·vol,2.85,,,29.0,17.0,"{'UTIL', 'OF'}",teoscar hernandez,0.3147669822222222,162.0,True,1.6145833333333333,96.0
FA,Tyler Stephenson,Cin,5.9,"['C', 'UTIL', 'BE', 'IL']",1.63,224.0,hold,13.0,id·vol,2.55,,,29.0,17.0,"{'C', 'UTIL'}",tyler stephenson,0.3533994577777777,40.0,True,1.49,100.0
FA,Whit Merrifield,FA,0.0,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.66,,stash,,talent_prior·flat↓,,,,29.0,17.0,"{'2B/SS', 'UTIL'}",whit merrifield,,,,,
FA,Kevin Pillar,FA,0.0,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.64,,stash,,talent_prior·flat↓,,,,29.0,17.0,"{'UTIL', 'OF'}",kevin pillar,,,,,
FA,Andy Ibanez,NYM,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.63,,stash,,talent_prior·flat↓,,,,29.0,17.0,"{'UTIL', '1B/3B'}",andy ibanez,,,,0.5,12.0
FA,Tommy White,Oak,0.9,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '1B']",1.55,286.0,drop,4.0,id·vol,2.7,,,29.0,17.0,"{'UTIL', '1B/3B'}",tommy white,0.2903228429752066,,False,1.34375,32.0
FA,Jesse Winker,FA,0.0,"['DH', 'UTIL', 'BE', 'IL']",1.63,,stash,,talent_prior·flat↓,,,,29.0,17.0,{'UTIL'},jesse winker,,,,,
FA,Jose Iglesias,FA,0.0,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.63,,stash,,talent_prior·flat↓,,,,29.0,17.0,"{'2B/SS', 'UTIL', '1B/3B'}",jose iglesias,,,,,
FA,Nasim Nunez,Wsh,7.5,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.59,248.0,hold,14.0,id·vol,2.61,,,29.0,17.0,"{'2B/SS', 'UTIL'}",nasim nunez,0.2705086933333333,359.0,True,1.5043478260869565,115.0
FA,Andruw Monasterio,Bos,5.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'DH', '2B']",1.62,237.0,drop,10.0,id·vol,2.57,,,29.0,17.0,"{'2B/SS', 'UTIL'}",andruw monasterio,0.2924741422222222,270.0,True,1.735632183908046,87.0
FA,Max Clark,Det,18.9,"['CF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.59,254.0,hold,3.0,id·vol,2.65,,,29.0,17.0,"{'UTIL', 'OF'}",max clark,0.2953933536585366,,False,1.9047619047619047,21.0
FA,Abimelec Ortiz,Wsh,5.2,"['1B', '1B/3B', 'IF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.69,183.0,drop,2.0,id·vol,2.44,,,29.0,17.0,"{'UTIL', '1B/3B', 'OF'}",abimelec ortiz,0.3528720166666667,,False,1.75,20.0
FA,Michael Massey,KC,1.6,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.7,170.0,hold,13.0,id·vol,2.47,,,29.0,17.0,"{'2B/SS', 'UTIL'}",michael massey,0.3050429422222222,209.0,True,1.8584905660377358,106.0
FA,Juan Yepez,Tor,0.0,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.61,,stash,,talent_prior·flat↓,,,,28.0,17.0,"{'UTIL', '1B/3B'}",juan yepez,,,,,
FA,Jose Miranda,SD,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.59,,stash,,talent_prior·flat↓,,,,28.0,17.0,"{'UTIL', '1B/3B'}",jose miranda,,,,,
FA,Jon Berti,FA,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.55,,stash,,talent_prior·flat↓,,,,28.0,16.0,"{'UTIL', '1B/3B'}",jon berti,,,,,
FA,Kevin Newman,KC,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.57,,stash,,talent_prior·flat↓,,,,28.0,16.0,"{'UTIL', '1B/3B'}",kevin newman,,,,,
FA,Manuel Margot,Det,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.57,,stash,,talent_prior·flat↓,,,,28.0,16.0,"{'UTIL', 'OF'}",manuel margot,,,,,
